payee_id,profile_type,label_fraud_like,account_age,transaction_count,incoming_volume,outgoing_volume,transaction_velocity,unique_senders,complaint_count,complaint_rate,successful_transaction_ratio,refund_ratio,suspicious_counterparty_count,transaction_concentration,incoming_outgoing_ratio
payee_004154,NORMAL_USER,0,1768,254,27301.45,17933.79,0.1437,28,1,0.0039,0.8965,0.0227,0,0.2521,1.5223
payee_004155,TRUSTED_MERCHANT,0,2332,12764,147254.09,20092.08,5.4734,2120,2,0.0002,1.0,0.0,0,0.0541,7.329
payee_004156,SUSPICIOUS_ACCOUNT,1,101,114,8643.43,6929.2,1.1287,61,2,0.0175,0.6135,0.2419,2,0.537,1.2474
payee_004157,TRUSTED_MERCHANT,0,1199,12977,119565.3,19395.57,10.8232,557,2,0.0002,0.9561,0.0143,0,0.0509,6.1646
payee_004158,NORMAL_USER,0,1218,276,5865.53,9596.78,0.2266,39,0,0.0,0.8946,0.0217,0,0.2383,0.6112
payee_004159,NORMAL_USER,0,1080,341,12050.97,9109.54,0.3157,45,0,0.0,0.9374,0.0284,0,0.2721,1.3229
payee_004160,NORMAL_USER,0,1838,27,21132.97,9143.61,0.0147,5,0,0.0,0.8481,0.0,0,0.2747,2.3112
payee_004161,NORMAL_USER,0,571,53,10726.86,14794.51,0.0928,46,0,0.0,0.9392,0.0782,0,0.1528,0.7251
payee_004162,SUSPICIOUS_ACCOUNT,1,55,188,5868.19,3201.46,3.4182,109,6,0.0319,0.6366,0.2779,2,0.4519,1.833
payee_004163,NORMAL_USER,0,1188,222,5426.22,6227.43,0.1869,55,0,0.0,0.9533,0.0331,0,0.2753,0.8713
payee_004164,NEW_ACCOUNT,0,17,9,3237.14,3035.96,0.5294,0,2,0.2222,0.8198,0.0,0,0.2853,1.0663
payee_004165,NORMAL_USER,0,316,341,37015.63,11837.03,1.0791,5,0,0.0,0.868,0.0254,0,0.2739,3.1271
payee_004166,TRUSTED_MERCHANT,0,3606,10857,129678.54,9416.45,3.0108,1252,3,0.0003,0.9908,0.0,1,0.015,13.7715
payee_004167,NORMAL_USER,0,128,313,6328.48,37481.01,2.4453,17,1,0.0032,0.8556,0.1538,0,0.0614,0.1688
payee_004168,NORMAL_USER,0,1324,149,13091.34,20768.86,0.1125,45,0,0.0,1.0,0.0595,0,0.2245,0.6303
payee_004169,NORMAL_USER,0,335,294,11362.66,8526.05,0.8776,49,0,0.0,1.0,0.0,0,0.2865,1.3327
payee_004170,CONFIRMED_SCAM_LIKE,1,25,64,56211.57,48068.83,2.56,81,4,0.0625,0.4439,0.4795,1,0.8765,1.1694
payee_004171,NEW_ACCOUNT,0,27,9,4207.01,578.1,0.3333,2,2,0.2222,0.6601,0.1849,0,0.2884,7.2773
payee_004172,CONFIRMED_SCAM_LIKE,1,49,90,38417.39,34145.39,1.8367,65,4,0.0444,0.3639,0.385,7,0.6465,1.1251
payee_004173,NORMAL_USER,0,199,74,14258.93,11979.18,0.3719,32,0,0.0,0.8203,0.1061,0,0.3626,1.1903
payee_004174,REPORTED_LEGITIMATE,0,1479,239,26396.32,12712.08,0.1616,619,3,0.0126,0.9761,0.0631,0,0.0784,2.0765
payee_004175,NORMAL_USER,0,1033,329,7328.85,12823.61,0.3185,38,0,0.0,0.9183,0.0,0,0.3057,0.5715
payee_004176,NORMAL_USER,0,1474,93,1314.16,9143.87,0.0631,34,0,0.0,0.9113,0.0366,0,0.201,0.1437
payee_004177,CONFIRMED_SCAM_LIKE,1,40,132,16580.4,8006.15,3.3,247,4,0.0303,0.7385,0.5775,7,0.6739,2.071
payee_004178,NEW_ACCOUNT,0,5,17,1938.48,1265.08,3.4,8,0,0.0,0.8241,0.154,0,0.5459,1.5323
payee_004179,SUSPICIOUS_ACCOUNT,1,17,78,12921.89,6506.71,4.5882,91,3,0.0385,0.7388,0.0304,2,0.4581,1.9859
payee_004180,NEW_ACCOUNT,0,20,17,6588.39,2255.8,0.85,1,0,0.0,0.9521,0.0228,0,0.564,2.9207
payee_004181,TRUSTED_MERCHANT,0,1501,11284,83464.81,16392.07,7.5177,1152,0,0.0,0.9766,0.0078,0,0.0823,5.0918
payee_004182,NEW_ACCOUNT,0,6,3,1386.35,9257.35,0.5,8,0,0.0,1.0,0.0718,0,0.6225,0.1498
payee_004183,NORMAL_USER,0,209,145,11718.16,18527.5,0.6938,2,1,0.0069,0.9716,0.0753,0,0.2643,0.6325
payee_004184,SUSPICIOUS_ACCOUNT,1,71,179,17612.19,16287.52,2.5211,105,3,0.0168,0.7805,0.3136,6,0.4097,1.0813
payee_004185,REPORTED_LEGITIMATE,0,990,1212,30331.56,3498.51,1.2242,371,1,0.0008,0.9266,0.1059,0,0.2328,8.6698
payee_004186,TRUSTED_MERCHANT,0,2656,5773,81483.27,15904.52,2.1736,403,0,0.0,0.9406,0.0,0,0.0652,5.1233
payee_004187,TRUSTED_MERCHANT,0,1166,11455,72457.66,14285.29,9.8242,4671,3,0.0003,0.8909,0.0071,0,0.0653,5.0722
payee_004188,TRUSTED_MERCHANT,0,2984,13895,206870.65,54147.21,4.6565,3356,3,0.0002,1.0,0.0,0,0.0333,3.8205
payee_004189,NORMAL_USER,0,165,149,9544.11,8103.71,0.903,54,0,0.0,1.0,0.0739,0,0.3496,1.1777
payee_004190,TRUSTED_MERCHANT,0,2917,7379,254214.01,44343.59,2.5297,1733,2,0.0003,0.9466,0.0125,1,0.0341,5.7328
payee_004191,NEW_ACCOUNT,0,33,7,2003.73,1986.77,0.2121,0,0,0.0,0.895,0.0746,0,0.6547,1.0085
payee_004192,NORMAL_USER,0,821,70,6117.3,19376.27,0.0853,49,0,0.0,0.8954,0.0904,0,0.2091,0.3157
payee_004193,REPORTED_LEGITIMATE,0,1640,980,26737.36,9135.91,0.5976,688,1,0.001,0.9673,0.1096,0,0.0973,2.9266
payee_004194,NORMAL_USER,0,680,223,8150.09,8941.35,0.3279,32,1,0.0045,0.9254,0.0,0,0.1732,0.9115
payee_004195,NORMAL_USER,0,1018,104,22172.13,4342.09,0.1022,8,0,0.0,0.9525,0.0921,0,0.1261,5.1063
payee_004196,TRUSTED_MERCHANT,0,673,1239,221732.18,44003.23,1.841,1733,0,0.0,1.0,0.0182,0,0.0791,5.039
payee_004197,SUSPICIOUS_ACCOUNT,1,78,143,4894.61,3541.85,1.8333,71,3,0.021,0.7606,0.0653,2,0.4858,1.3819
payee_004198,TRUSTED_MERCHANT,0,640,2873,144424.35,22055.36,4.4891,2674,1,0.0003,0.8602,0.0356,0,0.0662,6.5483
payee_004199,TRUSTED_MERCHANT,0,2375,2609,95875.9,13042.47,1.0985,4015,1,0.0004,0.9631,0.0,0,0.0319,7.3511
payee_004200,NORMAL_USER,0,1233,70,6428.57,12441.34,0.0568,40,1,0.0143,1.0,0.0496,0,0.0756,0.5167
payee_004201,REPORTED_LEGITIMATE,0,1007,72,15968.08,5715.79,0.0715,126,2,0.0278,0.9683,0.0716,0,0.0761,2.7937
payee_004202,TRUSTED_MERCHANT,0,3113,18738,92011.36,16309.84,6.0193,2671,0,0.0,1.0,0.0271,0,0.0553,5.6415
payee_004203,NORMAL_USER,0,810,383,17608.69,18936.7,0.4728,43,0,0.0,0.917,0.034,0,0.2184,0.9299
payee_004204,NEW_ACCOUNT,0,23,4,869.37,2617.97,0.1739,2,0,0.0,0.6826,0.0198,0,0.22,0.3321
payee_004205,NEW_ACCOUNT,0,23,2,2909.88,2907.97,0.087,8,1,0.5,0.9513,0.1396,0,0.6194,1.0007
payee_004206,NORMAL_USER,0,1343,157,31936.95,14098.29,0.1169,19,0,0.0,1.0,0.1246,0,0.3945,2.2653
payee_004207,TRUSTED_MERCHANT,0,2198,10752,107153.09,15717.96,4.8917,4189,4,0.0004,1.0,0.0013,0,0.0339,6.8172
payee_004208,NORMAL_USER,0,1701,293,25435.93,5451.65,0.1723,45,0,0.0,0.8239,0.0,1,0.3387,4.6657
payee_004209,NORMAL_USER,0,1339,62,15814.45,2125.36,0.0463,11,1,0.0161,0.9056,0.1444,0,0.2209,7.4408
payee_004210,NEW_ACCOUNT,0,33,9,3761.0,2183.03,0.2727,8,1,0.1111,0.9687,0.0,0,0.4062,1.7228
payee_004211,NORMAL_USER,0,1147,158,10457.93,27126.65,0.1378,51,1,0.0063,0.9104,0.0455,0,0.1057,0.3855
payee_004212,NORMAL_USER,0,1101,80,8891.63,10418.53,0.0727,8,0,0.0,1.0,0.109,0,0.2206,0.8534
payee_004213,TRUSTED_MERCHANT,0,2743,3575,96777.84,8124.43,1.3033,252,2,0.0006,1.0,0.1066,0,0.0659,11.9119
payee_004214,NORMAL_USER,0,122,14,11260.48,26112.87,0.1148,35,1,0.0714,1.0,0.0,0,0.3346,0.4312
payee_004215,NORMAL_USER,0,1293,375,13924.42,6185.83,0.29,7,1,0.0027,1.0,0.0382,0,0.2229,2.251
payee_004216,NEW_ACCOUNT,0,6,13,5658.05,3682.27,2.1667,2,1,0.0769,0.922,0.0509,0,0.2091,1.5366
payee_004217,TRUSTED_MERCHANT,0,2724,8411,75587.57,17195.54,3.0877,4210,1,0.0001,0.9752,0.0201,0,0.0468,4.3958
payee_004218,CONFIRMED_SCAM_LIKE,1,15,141,12955.89,12209.93,9.4,264,6,0.0426,0.501,0.451,3,0.5899,1.0611
payee_004219,NEW_ACCOUNT,0,4,16,1076.48,1708.79,4.0,8,0,0.0,0.7738,0.1141,0,0.2349,0.63
payee_004220,NORMAL_USER,0,557,240,12155.8,11949.65,0.4309,5,0,0.0,0.8945,0.0,0,0.2355,1.0173
payee_004221,TRUSTED_MERCHANT,0,965,1506,87639.13,27901.62,1.5606,3219,0,0.0,0.9809,0.0162,0,0.0345,3.141
payee_004222,NORMAL_USER,0,836,227,6977.37,5724.75,0.2715,4,1,0.0044,0.9515,0.0251,0,0.2263,1.2188
payee_004223,TRUSTED_MERCHANT,0,2746,12933,94432.38,14782.35,4.7098,379,5,0.0004,0.5838,0.0935,0,0.0983,6.3882
payee_004224,NORMAL_USER,0,1513,7,11382.65,15883.93,0.0046,29,0,0.0,0.8859,0.0,0,0.3149,0.7166
payee_004225,SUSPICIOUS_ACCOUNT,1,103,50,13631.77,11116.34,0.4854,82,2,0.04,0.7488,0.2891,1,0.7453,1.2263
payee_004226,NORMAL_USER,0,594,334,2176.95,3414.67,0.5623,12,2,0.006,0.7878,0.0347,0,0.1463,0.6375
payee_004227,TRUSTED_MERCHANT,0,3570,11161,89883.46,24557.43,3.1263,4617,2,0.0002,0.8828,0.0057,0,0.0334,3.6601
payee_004228,NORMAL_USER,0,265,88,8457.84,9334.57,0.3321,39,0,0.0,1.0,0.0522,0,0.1756,0.9061
payee_004229,NORMAL_USER,0,1203,58,16029.21,17098.27,0.0482,31,0,0.0,1.0,0.0216,0,0.2512,0.9375
payee_004230,CONFIRMED_SCAM_LIKE,1,32,25,38955.95,31744.55,0.7812,52,5,0.2,0.313,0.2051,4,0.8259,1.2272
payee_004231,TRUSTED_MERCHANT,0,2378,13936,200257.0,41501.05,5.8604,2895,1,0.0001,1.0,0.0,0,0.0364,4.8253
payee_004232,NEW_ACCOUNT,0,35,11,1899.25,2633.4,0.3143,3,0,0.0,0.8426,0.0478,1,0.6829,0.7212
payee_004233,NEW_ACCOUNT,0,37,16,2129.11,882.44,0.4324,5,0,0.0,1.0,0.0735,0,0.5844,2.4128
payee_004234,TRUSTED_MERCHANT,0,854,8650,96739.69,15189.94,10.1288,4693,2,0.0002,1.0,0.0221,0,0.0218,6.3687
payee_004235,TRUSTED_MERCHANT,0,2394,15315,125038.55,37047.69,6.3972,1700,1,0.0001,0.9383,0.0894,0,0.0254,3.3751
payee_004236,NORMAL_USER,0,1853,39,9093.64,15634.01,0.021,47,1,0.0256,0.941,0.0086,0,0.1713,0.5817
payee_004237,SUSPICIOUS_ACCOUNT,1,86,182,22068.92,19327.93,2.1163,122,4,0.022,0.6262,0.1837,2,0.358,1.1418
payee_004238,NORMAL_USER,0,1489,47,7055.41,14141.06,0.0316,36,0,0.0,0.8461,0.0,0,0.3347,0.4989
payee_004239,NEW_ACCOUNT,0,43,22,907.05,2008.49,0.5116,6,1,0.0455,0.9234,0.0925,0,0.3672,0.4516
payee_004240,REPORTED_LEGITIMATE,0,507,1301,24396.15,6310.27,2.5661,658,5,0.0038,0.93,0.0774,2,0.1983,3.8661
payee_004241,REPORTED_LEGITIMATE,0,1382,1741,18236.58,4378.39,1.2598,401,1,0.0006,0.9857,0.0,0,0.2379,4.1651
payee_004242,NORMAL_USER,0,692,220,12490.0,18411.36,0.3179,54,1,0.0045,0.9575,0.0911,0,0.1513,0.6784
payee_004243,NORMAL_USER,0,1379,392,10721.98,12572.38,0.2843,13,0,0.0,0.8441,0.0137,0,0.3605,0.8528
payee_004244,NEW_ACCOUNT,0,35,24,6512.5,4294.71,0.6857,9,0,0.0,0.8286,0.0962,0,0.294,1.5164
payee_004245,NORMAL_USER,0,1557,320,8414.63,9641.97,0.2055,26,0,0.0,0.8795,0.0,0,0.3476,0.8727
payee_004246,SUSPICIOUS_ACCOUNT,1,103,94,15955.77,9642.72,0.9126,147,2,0.0213,0.7314,0.1731,1,0.454,1.6547
payee_004247,TRUSTED_MERCHANT,0,1674,10543,154747.99,58647.85,6.2981,1569,1,0.0001,1.0,0.0531,0,0.091,2.6386
payee_004248,NORMAL_USER,0,624,295,18275.44,8610.97,0.4728,3,0,0.0,1.0,0.0539,0,0.309,2.1223
payee_004249,REPORTED_LEGITIMATE,0,594,678,29689.97,6801.79,1.1414,376,4,0.0059,0.8679,0.1066,0,0.2934,4.365
payee_004250,NORMAL_USER,0,381,386,10741.22,4501.54,1.0131,14,1,0.0026,1.0,0.0,0,0.1099,2.3861
payee_004251,TRUSTED_MERCHANT,0,835,8763,146322.34,36166.77,10.4946,3750,3,0.0003,0.8264,0.2143,0,0.0278,4.0458
payee_004252,NORMAL_USER,0,1699,18,4132.0,8216.71,0.0106,17,1,0.0556,0.8353,0.0746,0,0.3528,0.5029
payee_004253,NORMAL_USER,0,947,36,17075.02,11329.36,0.038,32,0,0.0,0.9329,0.0592,0,0.3119,1.5071
payee_004254,REPORTED_LEGITIMATE,0,1111,2556,42588.95,7097.03,2.3006,482,3,0.0012,0.9844,0.1242,0,0.2821,6.001
payee_004255,TRUSTED_MERCHANT,0,716,5574,78757.91,21489.46,7.7849,2775,3,0.0005,1.0,0.1079,1,0.06,3.665
payee_004256,TRUSTED_MERCHANT,0,3645,13001,147468.83,32708.8,3.5668,1440,3,0.0002,0.9827,0.0848,0,0.0612,4.5085
payee_004257,NORMAL_USER,0,265,141,14954.96,25696.29,0.5321,21,1,0.0071,1.0,0.1094,0,0.1983,0.582
payee_004258,CONFIRMED_SCAM_LIKE,1,58,145,47621.03,31463.04,2.5,275,15,0.1034,0.4508,0.3068,3,0.632,1.5136
payee_004259,NORMAL_USER,0,1532,288,3980.02,20588.83,0.188,54,1,0.0035,0.8888,0.0,0,0.2892,0.1933
payee_004260,CONFIRMED_SCAM_LIKE,1,45,146,40083.99,41694.84,3.2444,283,6,0.0411,0.4835,0.2534,9,0.5994,0.9614
payee_004261,SUSPICIOUS_ACCOUNT,1,64,33,6823.09,5284.31,0.5156,138,2,0.0606,0.9652,0.2191,3,0.7482,1.2912
payee_004262,NORMAL_USER,0,1695,377,19211.42,4451.64,0.2224,5,2,0.0053,1.0,0.0106,0,0.3604,4.3156
payee_004263,REPORTED_LEGITIMATE,0,1450,1984,21681.9,5110.35,1.3683,324,7,0.0035,0.9033,0.0744,0,0.1315,4.2427
payee_004264,NEW_ACCOUNT,0,2,12,3181.02,5429.61,6.0,3,0,0.0,0.9052,0.0,0,0.372,0.5859
payee_004265,NORMAL_USER,0,394,347,26538.84,3425.98,0.8807,23,0,0.0,0.9356,0.0256,0,0.3246,7.7464
payee_004266,NORMAL_USER,0,316,232,17415.03,13043.97,0.7342,52,2,0.0086,0.9093,0.0838,0,0.2896,1.3351
payee_004267,REPORTED_LEGITIMATE,0,838,63,38892.23,19504.24,0.0752,260,2,0.0317,1.0,0.1861,0,0.2267,1.994
payee_004268,REPORTED_LEGITIMATE,0,472,1612,39023.83,13822.67,3.4153,313,4,0.0025,0.9913,0.0444,0,0.2685,2.8232
payee_004269,NEW_ACCOUNT,0,4,21,2937.05,4034.79,5.25,3,0,0.0,0.8358,0.0449,0,0.6485,0.7279
payee_004270,CONFIRMED_SCAM_LIKE,1,45,40,9055.29,10449.73,0.8889,62,12,0.3,0.5448,0.4649,2,0.679,0.8666
payee_004271,NORMAL_USER,0,205,5,3242.0,10016.35,0.0244,44,0,0.0,0.972,0.0,0,0.2661,0.3237
payee_004272,REPORTED_LEGITIMATE,0,847,863,18651.41,4273.09,1.0189,336,2,0.0023,0.8951,0.0487,0,0.1506,4.3649
payee_004273,SUSPICIOUS_ACCOUNT,1,63,130,7898.4,7245.21,2.0635,92,3,0.0231,0.6206,0.1272,0,0.5846,1.0902
payee_004274,NORMAL_USER,0,1343,70,11211.04,3989.57,0.0521,58,2,0.0286,0.824,0.185,1,0.2648,2.8101
payee_004275,TRUSTED_MERCHANT,0,1282,14801,125204.47,20889.04,11.5452,1062,0,0.0,0.9869,0.0322,0,0.0176,5.9938
payee_004276,NORMAL_USER,0,1901,339,8710.61,16531.75,0.1783,9,1,0.0029,0.8425,0.0,0,0.2887,0.5269
payee_004277,SUSPICIOUS_ACCOUNT,1,22,75,49810.26,19761.14,3.4091,131,6,0.08,0.6051,0.1548,2,0.3421,2.5206
payee_004278,NORMAL_USER,0,800,168,19482.19,11985.2,0.21,58,1,0.006,0.9334,0.0497,0,0.1178,1.6255
payee_004279,NEW_ACCOUNT,0,12,17,3511.22,1743.19,1.4167,4,1,0.0588,0.8872,0.0471,0,0.4077,2.0143
payee_004280,TRUSTED_MERCHANT,0,1990,9478,91115.85,9744.6,4.7628,1445,1,0.0001,0.9651,0.0,0,0.0577,9.3504
payee_004281,NORMAL_USER,0,74,355,12246.21,6818.32,4.7973,2,0,0.0,0.9589,0.0616,0,0.2708,1.7961
payee_004282,NORMAL_USER,0,1344,216,13271.66,4817.75,0.1607,30,1,0.0046,0.7942,0.1339,0,0.2974,2.7547
payee_004283,TRUSTED_MERCHANT,0,426,1630,180213.21,10287.3,3.8263,2484,3,0.0018,1.0,0.0054,3,0.0206,17.518
payee_004284,SUSPICIOUS_ACCOUNT,1,105,29,10460.26,10152.23,0.2762,119,4,0.1379,0.8236,0.4131,2,0.6914,1.0303
payee_004285,TRUSTED_MERCHANT,0,3333,8874,50459.86,6436.24,2.6625,2970,1,0.0001,0.9947,0.1224,0,0.0463,7.84
payee_004286,SUSPICIOUS_ACCOUNT,1,26,190,18952.32,19894.31,7.3077,116,3,0.0158,0.8433,0.2471,1,0.6661,0.9527
payee_004287,NORMAL_USER,0,878,16,6873.87,13848.27,0.0182,39,0,0.0,0.9779,0.0802,0,0.1794,0.4964
payee_004288,CONFIRMED_SCAM_LIKE,1,30,139,29680.14,23404.55,4.6333,271,10,0.0719,0.5516,0.4968,1,0.7372,1.2681
payee_004289,NORMAL_USER,0,1461,23,8615.61,11083.96,0.0157,41,0,0.0,0.9728,0.0295,0,0.2888,0.7773
payee_004290,TRUSTED_MERCHANT,0,863,2967,96620.36,11212.72,3.438,419,2,0.0007,1.0,0.0767,0,0.0748,8.617
payee_004291,TRUSTED_MERCHANT,0,3364,14314,195994.01,47271.6,4.2551,3802,3,0.0002,0.9821,0.0239,1,0.0865,4.1461
payee_004292,TRUSTED_MERCHANT,0,3598,1307,85885.24,8062.71,0.3633,4620,1,0.0008,1.0,0.0,0,0.029,10.6522
payee_004293,NORMAL_USER,0,1544,379,17353.12,34682.71,0.2455,20,0,0.0,0.9771,0.0507,0,0.1647,0.5003
payee_004294,REPORTED_LEGITIMATE,0,858,1685,28815.14,6835.36,1.9639,781,0,0.0,0.9362,0.0148,1,0.0623,4.2156
payee_004295,NORMAL_USER,0,228,302,15924.77,6111.43,1.3246,11,0,0.0,0.9875,0.0239,0,0.1242,2.6057
payee_004296,NORMAL_USER,0,475,362,24940.91,2378.24,0.7621,27,1,0.0028,0.8837,0.1198,1,0.107,10.4871
payee_004297,NORMAL_USER,0,493,169,12594.43,4136.83,0.3428,20,0,0.0,0.996,0.0407,0,0.3961,3.0445
payee_004298,NORMAL_USER,0,1003,235,25078.92,17473.11,0.2343,50,1,0.0043,0.9558,0.0932,1,0.0524,1.4353
payee_004299,NEW_ACCOUNT,0,10,21,789.86,2422.53,2.1,9,0,0.0,0.9069,0.0355,0,0.3895,0.326
payee_004300,NORMAL_USER,0,149,15,6728.63,23425.85,0.1007,31,2,0.1333,0.8818,0.0849,0,0.153,0.2872
payee_004301,NEW_ACCOUNT,0,18,17,7823.66,2807.05,0.9444,7,0,0.0,0.9257,0.0987,0,0.5372,2.7871
payee_004302,CONFIRMED_SCAM_LIKE,1,41,70,56835.38,42443.21,1.7073,193,6,0.0857,0.2716,0.3558,3,0.7322,1.3391
payee_004303,NORMAL_USER,0,1410,188,5676.04,15464.29,0.1333,33,0,0.0,0.8499,0.0,0,0.0508,0.367
payee_004304,TRUSTED_MERCHANT,0,686,3065,62259.22,9710.89,4.4679,818,0,0.0,0.9871,0.0241,0,0.0138,6.4113
payee_004305,TRUSTED_MERCHANT,0,1153,11233,114072.65,13188.73,9.7424,3071,1,0.0001,0.9343,0.0,0,0.0562,8.6493
payee_004306,NORMAL_USER,0,1011,253,20021.61,11793.06,0.2502,56,0,0.0,0.9897,0.0163,0,0.1655,1.6977
payee_004307,NORMAL_USER,0,1677,93,3426.94,8333.64,0.0555,9,1,0.0108,0.8912,0.1105,1,0.3034,0.4112
payee_004308,SUSPICIOUS_ACCOUNT,1,63,80,5510.86,5413.99,1.2698,121,3,0.0375,0.7285,0.2138,0,0.4729,1.0179
payee_004309,NORMAL_USER,0,1495,150,3871.3,15731.87,0.1003,24,1,0.0067,0.7217,0.1118,0,0.3112,0.2461
payee_004310,NORMAL_USER,0,940,298,9368.7,15172.48,0.317,44,0,0.0,0.9855,0.0911,0,0.2516,0.6175
payee_004311,REPORTED_LEGITIMATE,0,852,59,33198.85,10600.36,0.0692,778,4,0.0678,0.9811,0.1321,0,0.1853,3.1319
payee_004312,NORMAL_USER,0,1734,60,16754.78,5703.34,0.0346,45,0,0.0,0.9354,0.0092,0,0.2684,2.9377
payee_004313,REPORTED_LEGITIMATE,0,1210,844,27518.31,6965.39,0.6975,126,6,0.0071,0.9148,0.0504,1,0.0928,3.9507
payee_004314,TRUSTED_MERCHANT,0,1203,15060,86907.57,11349.44,12.5187,3669,2,0.0001,1.0,0.004,0,0.015,7.6574
payee_004315,NORMAL_USER,0,702,342,1551.02,1992.98,0.4872,58,1,0.0029,0.8855,0.0841,0,0.2233,0.7782
payee_004316,SUSPICIOUS_ACCOUNT,1,79,48,12872.99,9224.99,0.6076,57,1,0.0208,0.5657,0.3781,2,0.5313,1.3954
payee_004317,REPORTED_LEGITIMATE,0,1365,2631,27044.99,3929.58,1.9275,372,3,0.0011,0.9568,0.0,1,0.0604,6.8824
payee_004318,SUSPICIOUS_ACCOUNT,1,31,166,6146.19,6603.29,5.3548,17,6,0.0361,0.5782,0.2727,6,0.6231,0.9308
payee_004319,NORMAL_USER,0,1092,88,16269.3,17219.72,0.0806,41,2,0.0227,0.9445,0.0,0,0.3465,0.9448
payee_004320,REPORTED_LEGITIMATE,0,468,773,89528.68,13078.0,1.6517,641,4,0.0052,0.9582,0.0854,0,0.1764,6.8457
payee_004321,NORMAL_USER,0,1874,381,6647.79,6922.29,0.2033,21,0,0.0,0.9238,0.0567,0,0.0635,0.9603
payee_004322,NORMAL_USER,0,574,195,17228.78,14551.77,0.3397,10,0,0.0,0.8838,0.0793,0,0.0716,1.184
payee_004323,TRUSTED_MERCHANT,0,3614,17443,146621.28,9365.93,4.8265,4594,1,0.0001,1.0,0.0,0,0.0303,15.6547
payee_004324,NORMAL_USER,0,1426,390,32292.56,13951.16,0.2735,5,0,0.0,0.8857,0.0,0,0.2921,2.3147
payee_004325,NORMAL_USER,0,1016,71,17007.42,6459.76,0.0699,46,1,0.0141,0.9872,0.0,0,0.2752,2.6328
payee_004326,TRUSTED_MERCHANT,0,1002,2260,114447.97,14630.24,2.2555,943,1,0.0004,1.0,0.0,0,0.0318,7.8227
payee_004327,NEW_ACCOUNT,0,13,5,3339.14,2617.06,0.3846,8,1,0.2,0.9115,0.1206,0,0.5619,1.2759
payee_004328,REPORTED_LEGITIMATE,0,180,1264,40463.93,5538.33,7.0222,746,4,0.0032,1.0,0.0805,0,0.2704,7.3062
payee_004329,SUSPICIOUS_ACCOUNT,1,27,99,17698.7,18954.44,3.6667,134,3,0.0303,0.8701,0.2136,2,0.5803,0.9338
payee_004330,TRUSTED_MERCHANT,0,3615,8325,72764.75,4507.13,2.3029,3549,2,0.0002,0.9692,0.0306,0,0.0943,16.1444
payee_004331,SUSPICIOUS_ACCOUNT,1,54,15,10237.3,13425.23,0.2778,99,1,0.0667,0.6938,0.1887,3,0.6189,0.7625
payee_004332,TRUSTED_MERCHANT,0,717,7548,177941.32,47393.5,10.5272,413,0,0.0,1.0,0.0619,1,0.0685,3.7546
payee_004333,NORMAL_USER,0,565,26,7431.22,6282.26,0.046,19,0,0.0,0.8862,0.0551,0,0.135,1.1829
payee_004334,REPORTED_LEGITIMATE,0,1205,1857,24481.31,9299.8,1.5411,687,5,0.0027,0.9468,0.0,0,0.2028,2.6325
payee_004335,TRUSTED_MERCHANT,0,497,726,126100.09,43530.92,1.4608,4250,1,0.0014,0.8969,0.0299,0,0.0308,2.8968
payee_004336,TRUSTED_MERCHANT,0,656,1911,77791.05,18312.32,2.9131,2773,0,0.0,1.0,0.0985,0,0.0313,4.248
payee_004337,TRUSTED_MERCHANT,0,880,11830,72808.27,9393.18,13.4432,3463,2,0.0002,0.9704,0.0,1,0.0372,7.7512
payee_004338,NORMAL_USER,0,1707,236,7210.35,12000.86,0.1383,41,0,0.0,0.9852,0.0351,0,0.1745,0.6008
payee_004339,REPORTED_LEGITIMATE,0,253,198,21200.88,4836.58,0.7826,45,6,0.0303,0.9385,0.0073,0,0.2948,4.3834
payee_004340,TRUSTED_MERCHANT,0,2098,14428,156183.92,29776.66,6.877,582,2,0.0001,1.0,0.0695,0,0.083,5.2452
payee_004341,TRUSTED_MERCHANT,0,3027,16582,205636.94,51949.49,5.478,552,3,0.0002,1.0,0.0109,0,0.0917,3.9584
payee_004342,NORMAL_USER,0,889,137,6102.11,17822.01,0.1541,45,0,0.0,1.0,0.0614,0,0.3293,0.3424
payee_004343,NORMAL_USER,0,173,145,25621.57,2563.37,0.8382,53,1,0.0069,1.0,0.0,1,0.3253,9.9953
payee_004344,NEW_ACCOUNT,0,13,8,2621.59,6707.41,0.6154,4,0,0.0,1.0,0.0,0,0.2693,0.3909
payee_004345,SUSPICIOUS_ACCOUNT,1,98,46,12401.91,11676.68,0.4694,23,0,0.0,0.8525,0.2624,1,0.4612,1.0621
payee_004346,NEW_ACCOUNT,0,40,2,3990.71,4142.24,0.05,8,1,0.5,0.8882,0.0,0,0.5947,0.9634
payee_004347,SUSPICIOUS_ACCOUNT,1,103,107,15968.5,16383.19,1.0388,35,6,0.0561,0.8107,0.0703,0,0.5773,0.9747
payee_004348,NORMAL_USER,0,1871,115,2793.92,30958.42,0.0615,25,2,0.0174,0.8776,0.0668,0,0.224,0.0902
payee_004349,REPORTED_LEGITIMATE,0,1745,1291,38476.93,12518.25,0.7398,328,2,0.0015,1.0,0.0313,1,0.0896,3.0737
payee_004350,NORMAL_USER,0,1440,278,16278.32,10871.19,0.1931,12,0,0.0,0.9567,0.0,0,0.0504,1.4974
payee_004351,TRUSTED_MERCHANT,0,2503,2945,141861.54,7137.37,1.1766,1910,0,0.0,0.9756,0.0,0,0.0836,19.8759
